Hull Hydrostatics:,
141
8.10E+00,0.00E+00,8.10E+00,8.10E+00,1.55E+04,1.59E+07,1.19E+04,6.00E+01,0.00E+00,4.26E+00,2.11E+03,5.62E+01,8.74E+06,2.06E+06,6.25E+04,1.33E+02,4.04E+00,1.38E+02,8.30E+00,2.16E+01,1.66E+05
8.20E+00,0.00E+00,8.20E+00,8.20E+00,1.57E+04,1.61E+07,1.20E+04,5.99E+01,0.00E+00,4.32E+00,2.12E+03,5.62E+01,8.76E+06,2.08E+06,6.27E+04,1.32E+02,3.99E+00,1.37E+02,8.31E+00,2.17E+01,1.67E+05
8.30E+00,0.00E+00,8.30E+00,8.30E+00,1.59E+04,1.63E+07,1.20E+04,5.99E+01,0.00E+00,4.37E+00,2.12E+03,5.60E+01,8.76E+06,2.10E+06,6.29E+04,1.32E+02,3.95E+00,1.36E+02,8.33E+00,2.18E+01,1.69E+05
8.40E+00,0.00E+00,8.40E+00,8.40E+00,1.61E+04,1.65E+07,1.20E+04,5.98E+01,0.00E+00,4.43E+00,2.13E+03,5.59E+01,8.76E+06,2.11E+06,6.31E+04,1.31E+02,3.91E+00,1.35E+02,8.34E+00,2.18E+01,1.70E+05
8.50E+00,0.00E+00,8.50E+00,8.50E+00,1.64E+04,1.68E+07,1.20E+04,5.98E+01,0.00E+00,4.48E+00,2.14E+03,5.57E+01,8.77E+06,2.13E+06,6.35E+04,1.30E+02,3.88E+00,1.35E+02,8.36E+00,2.19E+01,1.72E+05
8.60E+00,0.00E+00,8.60E+00,8.60E+00,1.66E+04,1.70E+07,1.21E+04,5.97E+01,0.00E+00,4.54E+00,2.15E+03,5.58E+01,8.84E+06,2.16E+06,6.37E+04,1.30E+02,3.84E+00,1.35E+02,8.38E+00,2.20E+01,1.74E+05
8.70E+00,0.00E+00,8.70E+00,8.70E+00,1.68E+04,1.72E+07,1.21E+04,5.97E+01,0.00E+00,4.59E+00,2.15E+03,5.58E+01,8.85E+06,2.17E+06,6.40E+04,1.29E+02,3.81E+00,1.34E+02,8.40E+00,2.20E+01,1.74E+05
8.80E+00,0.00E+00,8.80E+00,8.80E+00,1.70E+04,1.74E+07,1.21E+04,5.96E+01,0.00E+00,4.64E+00,2.16E+03,5.57E+01,8.87E+06,2.18E+06,6.43E+04,1.28E+02,3.78E+00,1.33E+02,8.42E+00,2.21E+01,1.76E+05
8.90E+00,0.00E+00,8.90E+00,8.90E+00,1.73E+04,1.77E+07,1.21E+04,5.96E+01,0.00E+00,4.70E+00,2.16E+03,5.56E+01,8.87E+06,2.19E+06,6.45E+04,1.27E+02,3.74E+00,1.32E+02,8.44E+00,2.21E+01,1.77E+05
9.00E+00,0.00E+00,9.00E+00,9.00E+00,1.75E+04,1.79E+07,1.22E+04,5.95E+01,0.00E+00,4.75E+00,2.17E+03,5.56E+01,8.92E+06,2.21E+06,6.50E+04,1.27E+02,3.72E+00,1.32E+02,8.47E+00,2.22E+01,1.78E+05
